gene1_node_id	gene1_symbol	gene2_node_id	gene2_symbol	label
420	AURKAIP1	850	CDA	1
420	AURKAIP1	1330	DCK	1
420	AURKAIP1	4708	RRM1	1
420	AURKAIP1	5807	TYMS	1
420	AURKAIP1	1058	CMPK1	1
420	AURKAIP1	5003	SLC29A1	1
420	AURKAIP1	5002	SLC28A1	1
420	AURKAIP1	5004	SLC29A2	1
421	AURKB	2723	KIF2C	1
421	AURKB	1016	CKS1B	1
421	AURKB	5111	SNRPA	1
421	AURKB	1720	ERCC6L	1
421	AURKB	1392	DEPDC1	1
421	AURKB	5483	TK1	1
421	AURKB	3375	NAE1	1
421	AURKB	3326	MYC	1
422	AVEN	3375	NAE1	1
423	AVL9	5392	TBRG4	1
424	AVPI1	1196	CST3	1
424	AVPI1	1221	CTSB	1
424	AVPI1	4905	SGMS2	1
424	AVPI1	4574	RIPK4	1
424	AVPI1	445	BAG3	1
424	AVPI1	3375	NAE1	1
425	AVPR2	3375	NAE1	1
426	AXIN1	1167	CRTC1	1
426	AXIN1	2676	KCTD13	1
427	AXL	3352	MYOF	1
427	AXL	2176	GPX8	1
428	AZGP1	3715	ORM1	1
428	AZGP1	1287	CYP3A4	1
428	AZGP1	1288	CYP3A5	1
428	AZGP1	1289	CYP3A7	1
428	AZGP1	1274	CYP1A2	1
428	AZGP1	1282	CYP2C9	1
428	AZGP1	1283	CYP2D6	1
428	AZGP1	1280	CYP2C19	1
428	AZGP1	4320	PTGS1	1
428	AZGP1	481	BCR	1
428	AZGP1	2733	KIT	1
428	AZGP1	4519	RET	1
428	AZGP1	3607	NTRK1	1
428	AZGP1	1177	CSF1R	1
428	AZGP1	3866	PDGFRA	1
428	AZGP1	1351	DDR1	1
428	AZGP1	3867	PDGFRB	1
428	AZGP1	4975	SLC22A1	1
428	AZGP1	4978	SLC22A2	1
429	AZI2	1557	DYNC1LI1	1
430	AZIN1	695	CAPRIN1	1
430	AZIN1	5495	TM9SF2	1
430	AZIN1	3743	PABPC3	1
430	AZIN1	4559	RIDA	1
430	AZIN1	1654	ELOC	1
431	B3GNT2	793	CCNG2	1
431	B3GNT2	4434	RANBP9	1
431	B3GNT2	4272	PSEN1	1
431	B3GNT2	5550	TMEM230	1
431	B3GNT2	3721	OSGEPL1	1
431	B3GNT2	4834	SELENOT	1
431	B3GNT2	4180	PPP4R3B	1
431	B3GNT2	5489	TLK1	1
432	B4GALNT3	5575	TMPRSS6	1
432	B4GALNT3	1385	DEFB118	1
433	B4GALT1	1690	EPAS1	1
433	B4GALT1	4916	SH2D4A	1
434	B4GALT3	5923	USP21	1
435	B4GALT4	1108	COPB2	1
436	B4GALT5	2411	HRAS	1
436	B4GALT5	2781	KRAS	1
436	B4GALT5	3579	NRAS	1
437	B4GAT1	4832	SELENOF	1
437	B4GAT1	1313	DAZAP2	1
437	B4GAT1	1991	G3BP2	1
437	B4GAT1	5887	UGP2	1
437	B4GAT1	1679	ENO1	1
438	BABAM1	3375	NAE1	1
439	BABAM2	3375	NAE1	1
440	BACH1	1061	CNBP	1
440	BACH1	5023	SLC38A2	1
440	BACH1	4232	PRNP	1
441	BACH2	2411	HRAS	1
441	BACH2	2781	KRAS	1
441	BACH2	3579	NRAS	1
442	BAD	3715	ORM1	1
442	BAD	1287	CYP3A4	1
442	BAD	1288	CYP3A5	1
442	BAD	1289	CYP3A7	1
442	BAD	1274	CYP1A2	1
442	BAD	1282	CYP2C9	1
442	BAD	1283	CYP2D6	1
442	BAD	1280	CYP2C19	1
442	BAD	4320	PTGS1	1
442	BAD	481	BCR	1
442	BAD	2733	KIT	1
442	BAD	4519	RET	1
442	BAD	3607	NTRK1	1
442	BAD	1177	CSF1R	1
442	BAD	3866	PDGFRA	1
442	BAD	1351	DDR1	1
442	BAD	3867	PDGFRB	1
442	BAD	4975	SLC22A1	1
442	BAD	4978	SLC22A2	1
443	BAG1	3326	MYC	1
443	BAG1	3375	NAE1	1
444	BAG2	4847	SENP2	1
444	BAG2	3375	NAE1	1
445	BAG3	2831	LARP6	1
445	BAG3	2909	LMNA	1
445	BAG3	1129	CPA4	1
445	BAG3	1600	EGFR	1
445	BAG3	5590	TNFRSF1A	1
445	BAG3	4748	S100A11	1
445	BAG3	1449	DLG5	1
445	BAG3	3940	PI4K2A	1
445	BAG3	5870	UBTD1	1
445	BAG3	3375	NAE1	1
446	BAG4	3375	NAE1	1
447	BAG5	3375	NAE1	1
448	BAIAP2L1	1966	FRK	1
448	BAIAP2L1	4574	RIPK4	1
448	BAIAP2L1	3326	MYC	1
449	BAIAP2L2	2411	HRAS	1
449	BAIAP2L2	2781	KRAS	1
449	BAIAP2L2	3579	NRAS	1
450	BAK1	472	BCL2L11	1
450	BAK1	1600	EGFR	1
450	BAK1	1710	ERBB2	1
450	BAK1	3027	MAPK1	1
450	BAK1	3959	PIK3CA	1
450	BAK1	896	CDK6	1
450	BAK1	1112	COPS5	1
450	BAK1	2602	ITGB1	1
450	BAK1	3326	MYC	1
450	BAK1	4302	PSMD9	1
450	BAK1	4957	SKP2	1
450	BAK1	5639	TP53	1
450	BAK1	530	BRCA1	1
450	BAK1	3774	PARP1	1
450	BAK1	468	BCL2	1
450	BAK1	454	BAX	1
450	BAK1	3375	NAE1	1
451	BAP1	3375	NAE1	1
452	BARD1	3425	NDC80	1
452	BARD1	5111	SNRPA	1
452	BARD1	5807	TYMS	1
452	BARD1	3405	NCAPH	1
452	BARD1	3326	MYC	1
452	BARD1	3375	NAE1	1
453	BASP1	2411	HRAS	1
453	BASP1	2781	KRAS	1
453	BASP1	3579	NRAS	1
454	BAX	1600	EGFR	1
454	BAX	1710	ERBB2	1
454	BAX	3959	PIK3CA	1
454	BAX	472	BCL2L11	1
454	BAX	3027	MAPK1	1
454	BAX	3326	MYC	1
454	BAX	3488	NFKB1	1
454	BAX	4321	PTGS2	1
454	BAX	5639	TP53	1
454	BAX	893	CDK4	1
454	BAX	723	CASP9	1
454	BAX	1265	CYCS	1
454	BAX	4456	RB1	1
454	BAX	5798	TWSG1	1
454	BAX	530	BRCA1	1
454	BAX	3774	PARP1	1
454	BAX	470	BCL2L1	1
454	BAX	3077	MCL1	1
454	BAX	6060	XIAP	1
454	BAX	823	CD34	1
454	BAX	904	CDKN1A	1
454	BAX	4302	PSMD9	1
454	BAX	5476	TIMM8A	1
454	BAX	716	CASP3	1
454	BAX	468	BCL2	1
454	BAX	3375	NAE1	1
455	BAZ1A	4243	PRPF39	1
455	BAZ1A	3375	NAE1	1
456	BAZ1B	1565	E2F1	1
456	BAZ1B	2235	H1FX	1
456	BAZ1B	3288	MTA1	1
456	BAZ1B	4432	RANBP3	1
457	BBC3	3375	NAE1	1
458	BBS9	1890	FEN1	1
458	BBS9	3761	PAM16	1
458	BBS9	5085	SMPD2	1
459	BCAP29	3375	NAE1	1
460	BCAP31	3375	NAE1	1
461	BCAR1	1600	EGFR	1
462	BCAR3	2596	ITGA2	1
462	BCAR3	1420	DHX32	1
462	BCAR3	2176	GPX8	1
462	BCAR3	2831	LARP6	1
462	BCAR3	4752	S100A2	1
462	BCAR3	5055	SMAD3	1
462	BCAR3	5579	TNFAIP1	1
462	BCAR3	2861	LEPROT	1
462	BCAR3	2028	GBP3	1
462	BCAR3	5005	SLC2A1	1
463	BCAS2	2535	ILF2	1
463	BCAS2	4637	RPF1	1
464	BCCIP	468	BCL2	1
464	BCCIP	788	CCND1	1
464	BCCIP	904	CDKN1A	1
464	BCCIP	1169	CRY2	1
464	BCCIP	2000	GADD45A	1
464	BCCIP	2292	HERC5	1
464	BCCIP	3082	MCM5	1
464	BCCIP	5298	SUMO1	1
464	BCCIP	5813	UBA1	1
464	BCCIP	3375	NAE1	1
466	BCKDK	5278	STUB1	1
466	BCKDK	5974	VKORC1	1
466	BCKDK	3139	MGRN1	1
466	BCKDK	1281	CYP2C8	1
466	BCKDK	1287	CYP3A4	1
466	BCKDK	1288	CYP3A5	1
466	BCKDK	1289	CYP3A7	1
466	BCKDK	1282	CYP2C9	1
466	BCKDK	1273	CYP19A1	1
466	BCKDK	1275	CYP1B1	1
466	BCKDK	468	BCL2	1
466	BCKDK	5783	TUBB1	1
466	BCKDK	3573	NR1I2	1
466	BCKDK	3022	MAP4	1
466	BCKDK	3007	MAP2	1
466	BCKDK	3045	MAPT	1
466	BCKDK	5042	SLCO1B3	1
467	BCL10	3375	NAE1	1
468	BCL2	788	CCND1	1
468	BCL2	1169	CRY2	1
468	BCL2	1710	ERBB2	1
468	BCL2	2000	GADD45A	1
468	BCL2	3082	MCM5	1
468	BCL2	5298	SUMO1	1
468	BCL2	5813	UBA1	1
468	BCL2	6038	WEE1	1
468	BCL2	723	CASP9	1
468	BCL2	2134	GORASP1	1
468	BCL2	3326	MYC	1
468	BCL2	499	BIRC2	1
468	BCL2	1632	EIF4E	1
468	BCL2	1900	FGF2	1
468	BCL2	896	CDK6	1
468	BCL2	1112	COPS5	1
468	BCL2	2602	ITGB1	1
468	BCL2	4957	SKP2	1
468	BCL2	893	CDK4	1
468	BCL2	512	BMF	1
468	BCL2	3579	NRAS	1
468	BCL2	5249	STARD13	1
468	BCL2	530	BRCA1	1
468	BCL2	1238	CUX1	1
468	BCL2	3959	PIK3CA	1
468	BCL2	823	CD34	1
468	BCL2	5476	TIMM8A	1
468	BCL2	5639	TP53	1
468	BCL2	716	CASP3	1
468	BCL2	904	CDKN1A	1
468	BCL2	4302	PSMD9	1
468	BCL2	5650	TPCN1	1
468	BCL2	1556	DYM	1
468	BCL2	2891	LINC00909	1
468	BCL2	528	BRAF	1
468	BCL2	3774	PARP1	1
468	BCL2	3077	MCL1	1
468	BCL2	472	BCL2L11	1
468	BCL2	4030	PLK1	1
468	BCL2	565	BUB1	1
468	BCL2	4608	RNF213	1
468	BCL2	620	C1S	1
468	BCL2	709	CARS	1
468	BCL2	739	CBR1	1
468	BCL2	847	CD9	1
468	BCL2	1063	CNGA3	1
468	BCL2	2921	LPAR1	1
468	BCL2	1826	FANCF	1
468	BCL2	1848	FBXL14	1
468	BCL2	2287	HECTD3	1
468	BCL2	6078	XRCC6	1
468	BCL2	2224	GTSE1	1
468	BCL2	2243	HACE1	1
468	BCL2	2262	HCFC1	1
468	BCL2	2409	HPS1	1
468	BCL2	2537	ILK	1
468	BCL2	2668	KCNQ4	1
468	BCL2	1592	EEPD1	1
468	BCL2	2725	KIF5A	1
468	BCL2	3857	PDE3A	1
468	BCL2	3890	PEX1	1
468	BCL2	4175	PPP3CA	1
468	BCL2	4337	PTPRD	1
468	BCL2	4338	PTPRF	1
468	BCL2	4417	RAD9A	1
468	BCL2	3189	MOK	1
468	BCL2	4529	RFC5	1
468	BCL2	4846	SENP1	1
468	BCL2	5083	SMO	1
468	BCL2	5138	SOD2	1
468	BCL2	5361	TAP2	1
468	BCL2	2292	HERC5	1
468	BCL2	500	BIRC3	1
469	BCL2A1	3375	NAE1	1
470	BCL2L1	985	CHEK1	1
470	BCL2L1	3774	PARP1	1
470	BCL2L1	720	CASP7	1
470	BCL2L1	721	CASP8	1
470	BCL2L1	2494	IKBKB	1
470	BCL2L1	5584	TNFRSF10A	1
470	BCL2L1	5585	TNFRSF10B	1
470	BCL2L1	716	CASP3	1
470	BCL2L1	1602	EGR1	1
470	BCL2L1	2041	GDF15	1
470	BCL2L1	5639	TP53	1
470	BCL2L1	472	BCL2L11	1
470	BCL2L1	3027	MAPK1	1
470	BCL2L1	3077	MCL1	1
470	BCL2L1	2794	KRT8	1
470	BCL2L1	5198	SRC	1
470	BCL2L1	2451	IAPP	1
470	BCL2L1	6060	XIAP	1
470	BCL2L1	2411	HRAS	1
470	BCL2L1	2781	KRAS	1
470	BCL2L1	3579	NRAS	1
470	BCL2L1	1507	DPP4	1
470	BCL2L1	3375	NAE1	1
471	BCL2L10	3375	NAE1	1
472	BCL2L11	2297	HGF	1
472	BCL2L11	3303	MTOR	1
472	BCL2L11	890	CDK2	1
472	BCL2L11	3959	PIK3CA	1
472	BCL2L11	3027	MAPK1	1
472	BCL2L11	2626	JUN	1
472	BCL2L11	3036	MAPK8	1
472	BCL2L11	3774	PARP1	1
472	BCL2L11	5055	SMAD3	1
472	BCL2L11	528	BRAF	1
472	BCL2L11	3579	NRAS	1
472	BCL2L11	5249	STARD13	1
472	BCL2L11	6060	XIAP	1
472	BCL2L11	3326	MYC	1
472	BCL2L11	1710	ERBB2	1
472	BCL2L11	512	BMF	1
472	BCL2L11	883	CDK1	1
472	BCL2L11	1600	EGFR	1
472	BCL2L11	3077	MCL1	1
472	BCL2L11	3375	NAE1	1
473	BCL2L12	599	C19ORF48	1
473	BCL2L12	2050	GEMIN7	1
473	BCL2L12	4760	SAE1	1
473	BCL2L12	5110	SNRNP70	1
473	BCL2L12	3375	NAE1	1
474	BCL2L13	2411	HRAS	1
474	BCL2L13	2781	KRAS	1
474	BCL2L13	3579	NRAS	1
475	BCL2L14	3375	NAE1	1
476	BCL2L2	5325	SYNJ2BP	1
476	BCL2L2	5494	TM9SF1	1
476	BCL2L2	3375	NAE1	1
477	BCL6	3326	MYC	1
478	BCL9L	2486	IGFBP6	1
478	BCL9L	5487	TLDC1	1
478	BCL9L	5445	TGFBI	1
478	BCL9L	4748	S100A11	1
479	BCLAF1	2376	HNRNPA3	1
479	BCLAF1	2363	HMGB2	1
479	BCLAF1	4933	SHPRH	1
479	BCLAF1	5413	TCP1	1
480	BCORL1	2411	HRAS	1
480	BCORL1	2781	KRAS	1
480	BCORL1	3579	NRAS	1
481	BCR	682	CAMK2G	1
481	BCR	1985	FZD2	1
481	BCR	3482	NFATC1	1
481	BCR	3484	NFATC2IP	1
481	BCR	3861	PDE6H	1
481	BCR	4175	PPP3CA	1
481	BCR	4230	PRMT8	1
481	BCR	4494	RCAN1	1
481	BCR	4745	RYK	1
481	BCR	3860	PDE6C	1
481	BCR	4005	PLCB1	1
481	BCR	4176	PPP3CB	1
481	BCR	4495	RCAN2	1
481	BCR	6043	WNT5A	1
481	BCR	2533	IL7	1
481	BCR	5219	SRSF1	1
481	BCR	3029	MAPK11	1
481	BCR	1947	FOSL1	1
481	BCR	4853	SEP-06	1
481	BCR	2059	GGCX	1
481	BCR	2087	GLIPR1	1
481	BCR	2094	GLT8D1	1
481	BCR	2330	HIST1H3F	1
481	BCR	2351	HLA-DRA	1
481	BCR	2352	HLA-DRB5	1
481	BCR	2602	ITGB1	1
481	BCR	3418	NCOA3	1
481	BCR	3586	NRG2	1
481	BCR	3684	OR2F1	1
481	BCR	4036	PLOD2	1
481	BCR	4357	PYROXD1	1
481	BCR	4435	RAP1A	1
481	BCR	4665	RPL5	1
481	BCR	4757	S1PR2	1
481	BCR	5125	SNX10	1
481	BCR	5139	SORBS1	1
481	BCR	5147	SP100	1
481	BCR	5329	SYT11	1
481	BCR	662	CACNA2D2	1
481	BCR	695	CAPRIN1	1
481	BCR	848	CD93	1
481	BCR	1032	CLEC2D	1
481	BCR	1048	CLPX	1
481	BCR	2563	INTS6L	1
481	BCR	1443	DLAT	1
481	BCR	1586	EDF1	1
481	BCR	1694	EPB42	1
481	BCR	1729	ERMP1	1
481	BCR	1917	FKBP11	1
481	BCR	2029	GBP4	1
481	BCR	2827	LAPTM4B	1
481	BCR	3192	MORC3	1
481	BCR	3618	NUDT3	1
481	BCR	4023	PLEKHM1	1
481	BCR	4160	PPP1R2	1
481	BCR	4831	SEL1L	1
481	BCR	4876	SETMAR	1
481	BCR	4780	SCAF11	1
481	BCR	4956	SKP1	1
481	BCR	5059	SMARCA1	1
481	BCR	5190	SPTB	1
481	BCR	5204	SRI	1
481	BCR	5313	SV2B	1
481	BCR	5369	TAS2R14	1
481	BCR	5449	THAP1	1
481	BCR	5595	TNFRSF9	1
481	BCR	5881	UCP2	1
481	BCR	6194	ZNF140	1
481	BCR	2850	LDLRAD4	1
481	BCR	672	CALM1	1
481	BCR	693	CAPN6	1
481	BCR	709	CARS	1
481	BCR	779	CCL23	1
481	BCR	1081	CNR1	1
481	BCR	1137	CPSF1	1
481	BCR	1197	CST4	1
481	BCR	1221	CTSB	1
481	BCR	1238	CUX1	1
481	BCR	1251	CXCR4	1
481	BCR	3900	PGAP2	1
481	BCR	2012	GAPDH	1
481	BCR	2999	MAML1	1
481	BCR	3136	MGAT2	1
481	BCR	4443	RARA	1
481	BCR	4656	RPL35	1
481	BCR	4736	RTP4	1
481	BCR	5488	TLE1	1
481	BCR	5512	TMEFF1	1
481	BCR	5690	TRIM24	1
481	BCR	5709	TRIP11	1
481	BCR	5858	UBE3A	1
481	BCR	653	CA2	1
481	BCR	916	CEACAM1	1
481	BCR	1250	CXCR3	1
481	BCR	1610	EHF	1
481	BCR	2592	ITCH	1
481	BCR	2636	KAT6A	1
481	BCR	3510	NKRF	1
481	BCR	4775	SAT1	1
481	BCR	5384	TBCCD1	1
481	BCR	5652	TPM1	1
481	BCR	1151	CRCP	1
481	BCR	1207	CTDSPL	1
481	BCR	1345	DDAH1	1
481	BCR	2213	GTF2H5	1
481	BCR	2934	LRRC37A3	1
481	BCR	4871	SESTD1	1
481	BCR	5148	SP110	1
481	BCR	5818	UBA6	1
481	BCR	6262	ZNF473	1
481	BCR	1028	CLDN3	1
481	BCR	924	CELF2	1
481	BCR	1604	EGR3	1
481	BCR	1932	FLT3LG	1
481	BCR	4659	RPL36A	1
481	BCR	2142	GPC5	1
481	BCR	2303	HIF3A	1
481	BCR	2662	KCNJ13	1
481	BCR	4217	PRKCQ	1
481	BCR	6363	ZP3	1
481	BCR	1096	COL3A1	1
481	BCR	2468	IFI16	1
481	BCR	2523	IL27RA	1
481	BCR	2529	IL4	1
481	BCR	655	CA5A	1
481	BCR	1053	CLTC	1
481	BCR	5481	TJP1	1
481	BCR	5727	TROVE2	1
481	BCR	1882	FCN3	1
481	BCR	5034	SLC50A1	1
481	BCR	5433	TFAP2B	1
481	BCR	680	CAMK2B	1
481	BCR	4650	RPL21	1
481	BCR	5947	UTP14A	1
481	BCR	3067	MBD4	1
481	BCR	2584	IRF7	1
481	BCR	2900	LIPE	1
481	BCR	3859	PDE4DIP	1
481	BCR	1315	DBF4	1
481	BCR	5890	UGT1A7	1
481	BCR	1279	CYP2B6	1
481	BCR	670	CADM4	1
481	BCR	1182	CSHL1	1
481	BCR	1170	CRYBB2	1
481	BCR	1988	FZD8	1
481	BCR	3906	PGLS	1
481	BCR	3873	PDLIM5	1
481	BCR	5119	SNTA1	1
481	BCR	1051	CLTA	1
482	BCS1L	3054	MARS2	1
483	BDKRB1	2411	HRAS	1
483	BDKRB1	2781	KRAS	1
483	BDKRB1	3579	NRAS	1
484	BDKRB2	3375	NAE1	1
485	BDNF	2116	GNG11	1
486	BDP1	980	CHD1	1
487	BECN1	716	CASP3	1
487	BECN1	3004	MAP1LC3A	1
487	BECN1	3303	MTOR	1
487	BECN1	3375	NAE1	1
488	BEGAIN	3375	NAE1	1
489	BEND3	2839	LBR	1
490	BET1	3326	MYC	1
491	BET1L	3375	NAE1	1
492	BEX3	5401	TCEAL9	1
492	BEX3	1897	FGD1	1
493	BFAR	2411	HRAS	1
493	BFAR	2781	KRAS	1
493	BFAR	3579	NRAS	1
493	BFAR	3375	NAE1	1
494	BFSP1	2411	HRAS	1
494	BFSP1	2781	KRAS	1
494	BFSP1	3579	NRAS	1
495	BID	4407	RAD51	1
495	BID	3326	MYC	1
495	BID	4644	RPL13A	1
495	BID	5918	USP1	1
495	BID	530	BRCA1	1
495	BID	2210	GTF2H1	1
495	BID	4083	POLD4	1
495	BID	3093	MDM2	1
495	BID	4099	POLR2A	1
495	BID	1600	EGFR	1
495	BID	4086	POLE	1
495	BID	4417	RAD9A	1
495	BID	2482	IGF1	1
495	BID	5225	SSBP1	1
495	BID	956	CETN2	1
495	BID	3303	MTOR	1
495	BID	896	CDK6	1
495	BID	2315	HIST1H2AE	1
495	BID	2334	HIST1H4A	1
495	BID	4081	POLD1	1
495	BID	4094	POLM	1
495	BID	2485	IGFBP3	1
495	BID	3501	NHP2	1
495	BID	4491	RBX1	1
495	BID	4708	RRM1	1
495	BID	5903	UNG	1
495	BID	1714	ERCC1	1
495	BID	4870	SESN2	1
495	BID	3774	PARP1	1
495	BID	1491	DNTT	1
495	BID	2489	IGHMBP2	1
495	BID	2693	KDR	1
495	BID	6046	WRAP53	1
495	BID	3778	PARP2	1
495	BID	893	CDK4	1
495	BID	3030	MAPK12	1
495	BID	3285	MT1X	1
495	BID	4061	PMS2	1
495	BID	4150	PPM1D	1
495	BID	4405	RAD23B	1
495	BID	4511	RELA	1
495	BID	5585	TNFRSF10B	1
495	BID	6074	XRCC2	1
495	BID	890	CDK2	1
495	BID	6116	ZBTB32	1
495	BID	3375	NAE1	1
496	BIK	3375	NAE1	1
497	BIN2	3965	PILRA	1
498	BIN3	1660	ELP3	1
498	BIN3	5696	TRIM35	1
499	BIRC2	1900	FGF2	1
499	BIRC2	500	BIRC3	1
499	BIRC2	1632	EIF4E	1
499	BIRC2	3326	MYC	1
499	BIRC2	6082	YAP1	1
499	BIRC2	3375	NAE1	1
500	BIRC3	1900	FGF2	1
500	BIRC3	1632	EIF4E	1
500	BIRC3	3326	MYC	1
500	BIRC3	1281	CYP2C8	1
500	BIRC3	1287	CYP3A4	1
500	BIRC3	1288	CYP3A5	1
500	BIRC3	1289	CYP3A7	1
500	BIRC3	1282	CYP2C9	1
500	BIRC3	1273	CYP19A1	1
500	BIRC3	1275	CYP1B1	1
500	BIRC3	5783	TUBB1	1
500	BIRC3	3573	NR1I2	1
500	BIRC3	3022	MAP4	1
500	BIRC3	3007	MAP2	1
500	BIRC3	3045	MAPT	1
500	BIRC3	5042	SLCO1B3	1
500	BIRC3	3375	NAE1	1
501	BIRC5	1865	FBXO5	1
501	BIRC5	4709	RRM2	1
501	BIRC5	1521	DSCC1	1
501	BIRC5	2874	LIG1	1
501	BIRC5	5270	STMN1	1
501	BIRC5	3375	NAE1	1
501	BIRC5	2411	HRAS	1
502	BIRC6	3375	NAE1	1
503	BIRC7	3375	NAE1	1
504	BIRC8	3375	NAE1	1
505	BIVM	3375	NAE1	1
506	BLK	2497	IKZF1	1
507	BLM	531	BRCA2	1
507	BLM	2237	H2AFX	1
507	BLM	5639	TP53	1
507	BLM	6077	XRCC5	1
507	BLM	4199	PRDX2	1
507	BLM	755	CCDC138	1
507	BLM	3639	NUSAP1	1
507	BLM	4528	RFC4	1
507	BLM	5635	TOPBP1	1
507	BLM	5471	TIMELESS	1
507	BLM	3079	MCM2	1
507	BLM	3083	MCM6	1
507	BLM	2019	GATA3	1
507	BLM	5137	SOD1	1
507	BLM	3375	NAE1	1
508	BLMH	6077	XRCC5	1
509	BLVRA	3326	MYC	1
510	BLVRB	5228	SSH3	1
510	BLVRB	2924	LPP	1
511	BLZF1	3326	MYC	1
512	BMF	528	BRAF	1
512	BMF	3579	NRAS	1
512	BMF	5249	STARD13	1
512	BMF	3375	NAE1	1
513	BMP1	2117	GNG12	1
513	BMP1	4867	SERPINH1	1
514	BMP8A	3995	PLA2G1B	1
514	BMP8A	2659	KCNH6	1
515	BMPR1A	2411	HRAS	1
515	BMPR1A	2781	KRAS	1
515	BMPR1A	3579	NRAS	1
516	BMS1P1	4828	SEC24C	1
518	BNIP1	3375	NAE1	1
519	BNIP2	3375	NAE1	1
520	BNIP3	3375	NAE1	1
521	BNIP3L	3375	NAE1	1
522	BOD1L1	3326	MYC	1
523	BOK	3375	NAE1	1
524	BORCS6	3375	NAE1	1
525	BORCS7	3375	NAE1	1
526	BPIFA2	2411	HRAS	1
526	BPIFA2	2781	KRAS	1
526	BPIFA2	3579	NRAS	1
527	BPTF	1091	COIL	1
527	BPTF	3101	MED13	1
527	BPTF	6307	ZNF652	1
527	BPTF	1366	DDX42	1
527	BPTF	3537	NOL11	1
527	BPTF	3929	PHIP	1
527	BPTF	4090	POLG2	1
527	BPTF	4150	PPM1D	1
527	BPTF	4662	RPL38	1
528	BRAF	716	CASP3	1
528	BRAF	3995	PLA2G1B	1
528	BRAF	6172	ZHX2	1
528	BRAF	5249	STARD13	1
528	BRAF	1925	FLI1	1
528	BRAF	5180	SPINT2	1
528	BRAF	5234	SSX1	1
528	BRAF	5298	SUMO1	1
528	BRAF	3077	MCL1	1
528	BRAF	5650	TPCN1	1
528	BRAF	3375	NAE1	1
528	BRAF	3326	MYC	1
528	BRAF	3579	NRAS	1
528	BRAF	2411	HRAS	1
528	BRAF	2781	KRAS	1
529	BRAP	3042	MAPKAPK5	1
529	BRAP	6146	ZCCHC8	1
530	BRCA1	4087	POLE2	1
530	BRCA1	914	CDT1	1
530	BRCA1	2276	HDAC9	1
530	BRCA1	4460	RBBP8	1
530	BRCA1	4413	RAD52	1
530	BRCA1	5630	TOP1	1
530	BRCA1	1346	DDB1	1
530	BRCA1	6057	XAB2	1
530	BRCA1	3577	NR4A1	1
530	BRCA1	5053	SLX4	1
530	BRCA1	3326	MYC	1
530	BRCA1	4410	RAD51B	1
530	BRCA1	4411	RAD51C	1
530	BRCA1	6076	XRCC4	1
530	BRCA1	858	CDC25C	1
530	BRCA1	1565	E2F1	1
530	BRCA1	3094	MDM4	1
530	BRCA1	4056	PML	1
530	BRCA1	4328	PTPA	1
530	BRCA1	5920	USP11	1
530	BRCA1	4406	RAD50	1
530	BRCA1	3515	NLRP2	1
530	BRCA1	4315	PTEN	1
530	BRCA1	1822	FANCA	1
530	BRCA1	2712	KIF15	1
530	BRCA1	4586	RNASEH2A	1
530	BRCA1	1890	FEN1	1
530	BRCA1	1750	EXO1	1
530	BRCA1	985	CHEK1	1
530	BRCA1	986	CHEK2	1
530	BRCA1	4223	PRKDC	1
530	BRCA1	4188	PRAM1	1
530	BRCA1	5641	TP53BP1	1
530	BRCA1	5480	TIPARP	1
530	BRCA1	5918	USP1	1
530	BRCA1	4708	RRM1	1
530	BRCA1	3093	MDM2	1
530	BRCA1	4099	POLR2A	1
530	BRCA1	4644	RPL13A	1
530	BRCA1	2315	HIST1H2AE	1
530	BRCA1	5225	SSBP1	1
530	BRCA1	6116	ZBTB32	1
530	BRCA1	4083	POLD4	1
530	BRCA1	4094	POLM	1
530	BRCA1	5903	UNG	1
530	BRCA1	956	CETN2	1
530	BRCA1	2482	IGF1	1
530	BRCA1	4086	POLE	1
530	BRCA1	893	CDK4	1
530	BRCA1	2210	GTF2H1	1
530	BRCA1	4491	RBX1	1
530	BRCA1	4511	RELA	1
530	BRCA1	3501	NHP2	1
530	BRCA1	4870	SESN2	1
530	BRCA1	890	CDK2	1
530	BRCA1	1714	ERCC1	1
530	BRCA1	2334	HIST1H4A	1
530	BRCA1	5585	TNFRSF10B	1
530	BRCA1	6046	WRAP53	1
530	BRCA1	2485	IGFBP3	1
530	BRCA1	2693	KDR	1
530	BRCA1	4417	RAD9A	1
530	BRCA1	896	CDK6	1
530	BRCA1	1491	DNTT	1
530	BRCA1	3030	MAPK12	1
530	BRCA1	3303	MTOR	1
530	BRCA1	4081	POLD1	1
530	BRCA1	4150	PPM1D	1
530	BRCA1	4061	PMS2	1
530	BRCA1	4405	RAD23B	1
530	BRCA1	2489	IGHMBP2	1
530	BRCA1	3285	MT1X	1
530	BRCA1	887	CDK12	1
530	BRCA1	790	CCNE1	1
530	BRCA1	3375	NAE1	1
530	BRCA1	6074	XRCC2	1
530	BRCA1	1600	EGFR	1
530	BRCA1	4407	RAD51	1
530	BRCA1	3778	PARP2	1
530	BRCA1	3774	PARP1	1
530	BRCA1	5639	TP53	1
531	BRCA2	4413	RAD52	1
531	BRCA2	2237	H2AFX	1
531	BRCA2	4199	PRDX2	1
531	BRCA2	4836	SEM1	1
531	BRCA2	6077	XRCC5	1
531	BRCA2	1346	DDB1	1
531	BRCA2	6057	XAB2	1
531	BRCA2	3326	MYC	1
531	BRCA2	4410	RAD51B	1
